"peak.x","Chr.x","Start.x","End.x","Annotation.x","Detailed.Annotation.x","Distance.to.TSS.x","Nearest.PromoterID.x","Entrez.ID.x","Nearest.Unigene.x","Nearest.Refseq","Gene.Name.x","Gene.Alias.x","Gene.Description.x","Gene.Type.x","Conc.x","Conc_group1.x","Conc_group2.x","Fold.x","p.value.x","FDR.x","peak.y","Chr.y","Start.y","End.y","Annotation.y","Detailed.Annotation.y","Distance.to.TSS.y","Nearest.PromoterID.y","Entrez.ID.y","Nearest.Unigene.y","Gene.Name.y","Gene.Alias.y","Gene.Description.y","Gene.Type.y","Conc.y","Conc_group1.y","Conc_group2.y","Fold.y","p.value.y","FDR.y"
7911,"chr3R",15461154,15461353,"promoter-TSS (NM_169659)","promoter-TSS (NM_169659)",-172,"NM_169659",41887,"Dm.11730","NM_169659","AdamTS-A","CG14869|CG6107|CT19033|Dmel\CG14869|l(3)89Aa|rnwy","ADAM metallopeptidase with thrombospondin type 1 motif A","protein-coding",6.35,6.72,5.85,0.87,3.98e-05,0.00133,7411,"chr3R",15466151,15466350,"intron (NM_206496, intron 1 of 16)","intron (NM_206496, intron 1 of 16)",-2741,"NM_001275675",41887,"Dm.11730","AdamTS-A","CG14869|CG6107|CT19033|Dmel\CG14869|l(3)89Aa|rnwy","ADAM metallopeptidase with thrombospondin type 1 motif A","protein-coding",4.91,5.27,4.43,0.85,3.19e-05,0.00728
5671,"chr3L",12164310,12164509,"promoter-TSS (NM_140297)","promoter-TSS (NM_140297)",-674,"NM_140297",39388,"Dm.30334","NM_140297","CG9760","Dmel\CG9760","uncharacterized protein","protein-coding",5.88,5.4,6.23,-0.83,2.91e-05,0.00105,5338,"chr3L",12160340,12160539,"intron (NM_001274817, intron 1 of 2)","(TGCGAA)n|Simple_repeat|Simple_repeat",3296,"NM_001274817",39388,"Dm.30334","CG9760","Dmel\CG9760","uncharacterized protein","protein-coding",5.18,5.47,4.82,0.64,0.000187,0.0277
1582,"chr2L",16631790,16631989,"intron (NM_135957, intron 3 of 5)","intron (NM_135957, intron 3 of 5)",-2716,"NR_073791",14462786,"","NR_073791","lncRNA:CR44151","CR44151|Dmel\CR44151","long non-coding RNA:CR44151","ncRNA",6.08,6.3,5.83,0.48,0.016,0.0962,1495,"chr2L",16631628,16631827,"intron (NM_135957, intron 3 of 5)","intron (NM_135957, intron 3 of 5)",-2554,"NR_073791",14462786,"","lncRNA:CR44151","CR44151|Dmel\CR44151","long non-coding RNA:CR44151","ncRNA",5.3,5.66,4.83,0.82,8.26e-05,0.0156
5790,"chr3L",13488847,13489046,"intron (NM_140401, intron 2 of 3)","intron (NM_140401, intron 2 of 3)",2149,"NM_140401",39521,"Dm.15316","NM_140401","Tgi","CG10741|Dmel\CG10741|NEST:bs23g10|SdBP|tgi","Tondu-domain-containing Growth Inhibitor","protein-coding",5.8,6.16,5.32,0.84,9.28e-05,0.00246,5452,"chr3L",13486650,13486849,"promoter-TSS (NM_140401)","promoter-TSS (NM_140401)",-48,"NM_140401",39521,"Dm.15316","Tgi","CG10741|Dmel\CG10741|NEST:bs23g10|SdBP|tgi","Tondu-domain-containing Growth Inhibitor","protein-coding",7.87,7.54,8.13,-0.59,7.19e-11,6.56e-08
5790,"chr3L",13488847,13489046,"intron (NM_140401, intron 2 of 3)","intron (NM_140401, intron 2 of 3)",2149,"NM_140401",39521,"Dm.15316","NM_140401","Tgi","CG10741|Dmel\CG10741|NEST:bs23g10|SdBP|tgi","Tondu-domain-containing Growth Inhibitor","protein-coding",5.8,6.16,5.32,0.84,9.28e-05,0.00246,5453,"chr3L",13488805,13489004,"intron (NM_140401, intron 2 of 3)","intron (NM_140401, intron 2 of 3)",2107,"NM_140401",39521,"Dm.15316","Tgi","CG10741|Dmel\CG10741|NEST:bs23g10|SdBP|tgi","Tondu-domain-containing Growth Inhibitor","protein-coding",5.87,5.35,6.26,-0.91,5.9e-08,3.23e-05
9331,"chr3R",30539037,30539236,"5' UTR (NM_001170304, exon 1 of 7)","5' UTR (NM_001170304, exon 1 of 7)",177,"NM_001170304",43633,"Dm.6774","NM_057683","tmod","1309/10|CG11493|CG1539|CG15540|CT3919|CT41421|Dmel\CG1539|E42|Tmod|l(3)00848|l(3)S130910|spdo","tropomodulin","protein-coding",7.12,7.41,6.76,0.65,0.000287,0.00553,8741,"chr3R",30537339,30537538,"intron (NM_001104512, intron 2 of 9)","intron (NM_001104512, intron 2 of 9)",-1521,"NM_001170304",43633,"Dm.6774","tmod","1309/10|CG11493|CG1539|CG15540|CT3919|CT41421|Dmel\CG1539|E42|Tmod|l(3)00848|l(3)S130910|spdo","tropomodulin","protein-coding",5.45,5.74,5.09,0.65,0.00137,0.0991
1283,"chr2L",12478647,12478846,"intron (NM_001042894, intron 5 of 6)","CpG",4843,"NM_001169494",34665,"Dm.7349","NM_080364","bun","1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs","bunched","protein-coding",5.26,4.7,5.66,-0.97,1.11e-05,0.000502,1221,"chr2L",12492180,12492379,"5' UTR (NM_001169493, exon 1 of 3)","5' UTR (NM_001169493, exon 1 of 3)",341,"NM_001169493",34665,"Dm.7349","bun","1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs","bunched","protein-coding",6.2,6.45,5.89,0.55,0.00104,0.0816
1283,"chr2L",12478647,12478846,"intron (NM_001042894, intron 5 of 6)","CpG",4843,"NM_001169494",34665,"Dm.7349","NM_080364","bun","1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs","bunched","protein-coding",5.26,4.7,5.66,-0.97,1.11e-05,0.000502,1220,"chr2L",12487872,12488071,"intron (NM_001042894, intron 5 of 6)","intron (NM_001042894, intron 5 of 6)",-4382,"NM_001169494",34665,"Dm.7349","bun","1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs","bunched","protein-coding",6.12,6.46,5.67,0.79,2.55e-06,0.000819
7408,"chr3R",10289227,10289426,"intron (NM_206470, intron 1 of 12)","intron (NM_206470, intron 1 of 12)",-1310,"NM_141734",41256,"Dm.13374","NM_141734","Nuak1","CG11870|CG11871|CG11872|CG43143|Dmel\CG43143|Dmel_CG11870|Dmel_CG11872|EMK/KIAA0537|NUAK|Omphk1","Nuak1 ortholog","protein-coding",6.2,6.43,5.92,0.51,0.00652,0.0521,6945,"chr3R",10284481,10284680,"promoter-TSS (NM_206470)","promoter-TSS (NM_206470)",-10,"NM_206470",41256,"Dm.13374","Nuak1","CG11870|CG11871|CG11872|CG43143|Dmel\CG43143|Dmel_CG11870|Dmel_CG11872|EMK/KIAA0537|NUAK|Omphk1","Nuak1 ortholog","protein-coding",7.12,7.27,6.95,0.32,0.00094,0.0762
1263,"chr2L",12343347,12343546,"promoter-TSS (NM_176025)","promoter-TSS (NM_176025)",-773,"NM_176025",250811,"Dm.412","NM_135715","bru2","Bru-2|CG17008|CG31761|CG31763|CG43065|CG6319|Dm Bru-2|Dmel\CG43065|Dmel_CG31761|Dmel_CG31763|bru-2","bruno 2","protein-coding",6.62,6.86,6.33,0.53,0.00876,0.0644,1207,"chr2L",12378435,12378634,"intron (NM_001259070, intron 2 of 6)","intron (NM_001259070, intron 2 of 6)",8698,"NM_001259072",250811,"Dm.412","bru2","Bru-2|CG17008|CG31761|CG31763|CG43065|CG6319|Dm Bru-2|Dmel\CG43065|Dmel_CG31761|Dmel_CG31763|bru-2","bruno 2","protein-coding",4.95,5.23,4.6,0.64,0.000788,0.071
417,"chr2L",4283037,4283236,"promoter-TSS (NM_001316379)","promoter-TSS (NM_001316379)",-12,"NM_001316378",46015,"Dm.1777","NM_080127","tutl","CG15426|CG15427|CG15428|CT35489|CT35490|Dmel\CG15427|Tutl|jf4|l(2)01085|l(2)24Df|l(2)jf4|mdcds_7441","turtle","protein-coding",5.5,5.72,5.24,0.48,0.0152,0.0932,402,"chr2L",4283106,4283305,"promoter-TSS (NM_001316379)","promoter-TSS (NM_001316379)",57,"NM_164576",46015,"Dm.1777","tutl","CG15426|CG15427|CG15428|CT35489|CT35490|Dmel\CG15427|Tutl|jf4|l(2)01085|l(2)24Df|l(2)jf4|mdcds_7441","turtle","protein-coding",4.84,5.16,4.43,0.73,9.54e-05,0.0177
9881,"chrX",3042718,3042917,"intron (NM_001258578, intron 6 of 10)","intron (NM_001258578, intron 6 of 10)",24665,"NM_001272271",31291,"Dm.34122","NM_130691","CG4116","Dmel\CG4116","uncharacterized protein","protein-coding",5.07,5.55,4.35,1.19,8.94e-07,8.23e-05,9246,"chrX",3029666,3029865,"intron (NM_001258578, intron 6 of 10)","intron (NM_001258578, intron 6 of 10)",37717,"NM_001272271",31291,"Dm.34122","CG4116","Dmel\CG4116","uncharacterized protein","protein-coding",4.18,4.6,3.57,1.03,0.000318,0.0419
2717,"chr2R",10572243,10572442,"intron (NM_001014518, intron 1 of 6)","intron (NM_001014518, intron 1 of 6)",2388,"NM_001014518",36118,"Dm.7369","NM_078962","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",5.96,6.24,5.61,0.63,0.000476,0.00807,2542,"chr2R",10598771,10598970,"intron (NM_001014519, intron 1 of 6)","(ATAT)n|Simple_repeat|Simple_repeat",15184,"NM_165791",36118,"Dm.7369","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",5.38,5.71,4.97,0.74,5.58e-05,0.0115
2717,"chr2R",10572243,10572442,"intron (NM_001014518, intron 1 of 6)","intron (NM_001014518, intron 1 of 6)",2388,"NM_001014518",36118,"Dm.7369","NM_078962","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",5.96,6.24,5.61,0.63,0.000476,0.00807,2537,"chr2R",10566698,10566897,"intron (NM_001014520, intron 3 of 10)","intron (NM_001014520, intron 3 of 10)",-2145,"NM_165792",36118,"Dm.7369","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",5.3,4.83,5.65,-0.82,0.000106,0.0186
2419,"chr2R",8062644,8062843,"intron (NM_001299252, intron 1 of 4)","intron (NM_001299252, intron 1 of 4)",2811,"NM_001299252",35770,"Dm.6229","NM_136503","CG12769","Dmel\CG12769","uncharacterized protein","protein-coding",7.48,7.77,7.11,0.66,6e-06,0.000318,2257,"chr2R",8061291,8061490,"intron (NM_001299252, intron 1 of 4)","intron (NM_001299252, intron 1 of 4)",-2839,"NM_136503",35770,"Dm.6229","CG12769","Dmel\CG12769","uncharacterized protein","protein-coding",7.7,7.55,7.84,-0.29,0.000877,0.0756
10965,"chrX",14619758,14619957,"intron (NM_001258738, intron 2 of 6)","intron (NM_001258738, intron 2 of 6)",-17277,"NM_132738",32397,"Dm.17429","NM_132738","sbm","CG9413|Dmel\CG9413","sobremesa","protein-coding",6.1,6.34,5.82,0.52,0.00442,0.0394,10278,"chrX",14609096,14609295,"intron (NM_001298314, intron 4 of 6)","intron (NM_001298314, intron 4 of 6)",-6615,"NM_001298313",32397,"Dm.17429","sbm","CG9413|Dmel\CG9413","sobremesa","protein-coding",4.4,4.79,3.87,0.92,0.000145,0.0233
10965,"chrX",14619758,14619957,"intron (NM_001258738, intron 2 of 6)","intron (NM_001258738, intron 2 of 6)",-17277,"NM_132738",32397,"Dm.17429","NM_132738","sbm","CG9413|Dmel\CG9413","sobremesa","protein-coding",6.1,6.34,5.82,0.52,0.00442,0.0394,10279,"chrX",14610872,14611071,"intron (NM_001258738, intron 2 of 6)","(GCAATC)n|Simple_repeat|Simple_repeat",-8391,"NM_001298313",32397,"Dm.17429","sbm","CG9413|Dmel\CG9413","sobremesa","protein-coding",4.53,4.94,3.94,1,1.34e-06,0.000491
469,"chr2L",4915424,4915623,"promoter-TSS (NM_135031)","promoter-TSS (NM_135031)",-21,"NM_135031",249663,"Dm.6487","NM_135031","hoe1","BcDNA:GH02636|CG11918|CG12787|CG2831|Dmel\CG12787|Hoe1|hoe|hoe-1","hoepel1","protein-coding",5.53,5.13,5.84,-0.71,0.00071,0.011,453,"chr2L",4931079,4931278,"intron (NM_001298678, intron 1 of 9)","intron (NM_001298678, intron 1 of 9)",1124,"NM_135032",249663,"Dm.6487","hoe1","BcDNA:GH02636|CG11918|CG12787|CG2831|Dmel\CG12787|Hoe1|hoe|hoe-1","hoepel1","protein-coding",4.33,4.7,3.83,0.86,0.000105,0.0186
6937,"chr3R",5329157,5329356,"intron (NM_001144535, intron 1 of 14)","intron (NM_001144535, intron 1 of 14)",-5409,"NM_143760",45467,"Dm.24822","NM_143760","mtd","CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd","mustard","protein-coding",6.13,6.38,5.84,0.54,0.0152,0.0931,6483,"chr3R",5289191,5289390,"intron (NM_001031977, intron 15 of 18)","intron (NM_001031977, intron 15 of 18)",-1970,"NM_170642",45467,"Dm.24822","mtd","CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd","mustard","protein-coding",5.44,5.72,5.11,0.61,0.000819,0.0722
10128,"chrX",6163275,6163474,"intron (NM_001103419, intron 3 of 25)","intron (NM_001103419, intron 3 of 25)",29109,"NM_001258615",31550,"Dm.13928","NM_132068","Ca-alpha1T","CG12544|CG15899|CG4222|Ca-alphaT-RC|Ca1G|Caalpha1T|DmalphaG|Dmca1G|Dmel\CG15899|T-type Ca[2+]|alpha1T|cat","Ca[2+]-channel protein alpha[[1]] subunit T","protein-coding",6.21,6.53,5.79,0.74,6.29e-05,0.00183,9482,"chrX",6154628,6154827,"intron (NM_001103419, intron 3 of 25)","intron (NM_001103419, intron 3 of 25)",37756,"NM_001272338",31550,"Dm.13928","Ca-alpha1T","CG12544|CG15899|CG4222|Ca-alphaT-RC|Ca1G|Caalpha1T|DmalphaG|Dmca1G|Dmel\CG15899|T-type Ca[2+]|alpha1T|cat","Ca[2+]-channel protein alpha[[1]] subunit T","protein-coding",5.33,5.66,4.9,0.76,0.000123,0.0204
2418,"chr2R",8061109,8061308,"intron (NM_001299252, intron 1 of 4)","intron (NM_001299252, intron 1 of 4)",-2657,"NM_136503",35770,"Dm.6229","NM_136503","CG12769","Dmel\CG12769","uncharacterized protein","protein-coding",8.54,8.71,8.35,0.35,0.00133,0.0173,2257,"chr2R",8061291,8061490,"intron (NM_001299252, intron 1 of 4)","intron (NM_001299252, intron 1 of 4)",-2839,"NM_136503",35770,"Dm.6229","CG12769","Dmel\CG12769","uncharacterized protein","protein-coding",7.7,7.55,7.84,-0.29,0.000877,0.0756
9776,"chrX",2149573,2149772,"promoter-TSS (NM_057711)","promoter-TSS (NM_057711)",-25,"NM_057711",31186,"Dm.31061","NM_057711","bcn92","BcDNA:RE57896|CG3717|Dmel\CG3717|EG:87B1.6|Isd11|NEST:bs15a04","bcn92","protein-coding",6.54,6.33,6.73,-0.39,0.0143,0.0891,9146,"chrX",2150167,2150366,"promoter-TSS (NM_057711)","promoter-TSS (NM_057711)",-619,"NM_057711",31186,"Dm.31061","bcn92","BcDNA:RE57896|CG3717|Dmel\CG3717|EG:87B1.6|Isd11|NEST:bs15a04","bcn92","protein-coding",5.24,4.92,5.5,-0.58,0.000529,0.0562
3601,"chr2R",18346478,18346677,"intron (NM_001169718, intron 1 of 12)","intron (NM_001169718, intron 1 of 12)",10719,"NM_001169719",44027,"Dm.3258","NM_079939","sbb","Bks|Brakeless|CG5580|Dmel\CG5580|GM04742|Group IIa|SBb|Sbb|bks|disc6|l(2)04440|mtv|plt|sbb/mtv","scribbler","protein-coding",6.13,5.69,6.46,-0.78,1.3e-05,0.000565,3375,"chr2R",18341726,18341925,"intron (NM_001169718, intron 1 of 12)","intron (NM_001169718, intron 1 of 12)",15471,"NM_001169719",44027,"Dm.3258","sbb","Bks|Brakeless|CG5580|Dmel\CG5580|GM04742|Group IIa|SBb|Sbb|bks|disc6|l(2)04440|mtv|plt|sbb/mtv","scribbler","protein-coding",5.11,5.42,4.72,0.7,0.000168,0.0259
10959,"chrX",14592607,14592806,"intron (NM_001298313, intron 1 of 8)","intron (NM_001298313, intron 1 of 8)",-1115,"NM_001298312",32397,"Dm.17429","NM_132738","sbm","CG9413|Dmel\CG9413","sobremesa","protein-coding",6.4,6.63,6.13,0.51,0.0161,0.0962,10278,"chrX",14609096,14609295,"intron (NM_001298314, intron 4 of 6)","intron (NM_001298314, intron 4 of 6)",-6615,"NM_001298313",32397,"Dm.17429","sbm","CG9413|Dmel\CG9413","sobremesa","protein-coding",4.4,4.79,3.87,0.92,0.000145,0.0233
10959,"chrX",14592607,14592806,"intron (NM_001298313, intron 1 of 8)","intron (NM_001298313, intron 1 of 8)",-1115,"NM_001298312",32397,"Dm.17429","NM_132738","sbm","CG9413|Dmel\CG9413","sobremesa","protein-coding",6.4,6.63,6.13,0.51,0.0161,0.0962,10279,"chrX",14610872,14611071,"intron (NM_001258738, intron 2 of 6)","(GCAATC)n|Simple_repeat|Simple_repeat",-8391,"NM_001298313",32397,"Dm.17429","sbm","CG9413|Dmel\CG9413","sobremesa","protein-coding",4.53,4.94,3.94,1,1.34e-06,0.000491
10863,"chrX",13507341,13507540,"intron (NM_001298282, intron 10 of 12)","intron (NM_001298282, intron 10 of 12)",-20566,"NM_132666",32307,"","NM_132666","CG15754","Dmel\CG15754","uncharacterized protein","protein-coding",5.73,5.13,6.16,-1.03,1.78e-06,0.00013,10188,"chrX",13506527,13506726,"intron (NM_001298282, intron 10 of 12)","intron (NM_001298282, intron 10 of 12)",-21380,"NM_132666",32307,"","CG15754","Dmel\CG15754","uncharacterized protein","protein-coding",4.69,5.01,4.29,0.72,0.000588,0.0601
2718,"chr2R",10581835,10582034,"intron (NM_001014518, intron 1 of 6)","intron (NM_001014518, intron 1 of 6)",-1752,"NM_001014519",36118,"Dm.7369","NM_078962","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",7.85,7.69,7.99,-0.31,0.0118,0.0785,2542,"chr2R",10598771,10598970,"intron (NM_001014519, intron 1 of 6)","(ATAT)n|Simple_repeat|Simple_repeat",15184,"NM_165791",36118,"Dm.7369","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",5.38,5.71,4.97,0.74,5.58e-05,0.0115
2718,"chr2R",10581835,10582034,"intron (NM_001014518, intron 1 of 6)","intron (NM_001014518, intron 1 of 6)",-1752,"NM_001014519",36118,"Dm.7369","NM_078962","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",7.85,7.69,7.99,-0.31,0.0118,0.0785,2537,"chr2R",10566698,10566897,"intron (NM_001014520, intron 3 of 10)","intron (NM_001014520, intron 3 of 10)",-2145,"NM_165792",36118,"Dm.7369","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",5.3,4.83,5.65,-0.82,0.000106,0.0186
6015,"chr3L",16060666,16060865,"intron (NM_001104144, intron 2 of 15)","intron (NM_001104144, intron 2 of 15)",8806,"NM_001259854",49070,"Dm.13965","NM_140573","Mbs","0573/06|0953/04|CG32156|CG5600|CG5891|DMBS|DMYPT|DMbs|Dmel\CG32156|MBS|Mypt|l(3)03802|l(3)72Dd|l(3)S005331b|l(3)S057306|l(3)S057306b|l(3)S095304|l(3)j3B4|l(3)j7A1|mbs","Myosin binding subunit","protein-coding",6.26,6.02,6.47,-0.45,0.0129,0.0831,5661,"chr3L",16074620,16074819,"intron (NM_001104143, intron 1 of 6)","intron (NM_001104143, intron 1 of 6)",1353,"NM_140573",49070,"Dm.13965","Mbs","0573/06|0953/04|CG32156|CG5600|CG5891|DMBS|DMYPT|DMbs|Dmel\CG32156|MBS|Mypt|l(3)03802|l(3)72Dd|l(3)S005331b|l(3)S057306|l(3)S057306b|l(3)S095304|l(3)j3B4|l(3)j7A1|mbs","Myosin binding subunit","protein-coding",6.86,7.12,6.53,0.59,6.53e-05,0.0128
10861,"chrX",13450513,13450712,"intron (NM_001298282, intron 1 of 12)","intron (NM_001298282, intron 1 of 12)",4709,"NM_001298282",32303,"Dm.6259","NM_167371","Neto","CG12727|CG15751|CG15752|CG15753|CG32635|CG44328|CT36003|Dmel\CG44328|Dmel_CG15753|Dmel_CG32635|NETO|net|neto|tld-like","Neuropilin and tolloid-like","protein-coding",6.8,7.02,6.53,0.49,0.0149,0.092,10185,"chrX",13450482,13450681,"intron (NM_001298282, intron 1 of 12)","intron (NM_001298282, intron 1 of 12)",4678,"NM_167371",32303,"Dm.6259","Neto","CG12727|CG15751|CG15752|CG15753|CG32635|CG44328|CT36003|Dmel\CG44328|Dmel_CG15753|Dmel_CG32635|NETO|net|neto|tld-like","Neuropilin and tolloid-like","protein-coding",6.44,6.68,6.16,0.51,0.000536,0.0564
7407,"chr3R",10284515,10284714,"promoter-TSS (NM_206470)","promoter-TSS (NM_206470)",24,"NM_001275528",41256,"Dm.13374","NM_141734","Nuak1","CG11870|CG11871|CG11872|CG43143|Dmel\CG43143|Dmel_CG11870|Dmel_CG11872|EMK/KIAA0537|NUAK|Omphk1","Nuak1 ortholog","protein-coding",7.77,8.01,7.48,0.53,0.00199,0.023,6945,"chr3R",10284481,10284680,"promoter-TSS (NM_206470)","promoter-TSS (NM_206470)",-10,"NM_206470",41256,"Dm.13374","Nuak1","CG11870|CG11871|CG11872|CG43143|Dmel\CG43143|Dmel_CG11870|Dmel_CG11872|EMK/KIAA0537|NUAK|Omphk1","Nuak1 ortholog","protein-coding",7.12,7.27,6.95,0.32,0.00094,0.0762
465,"chr2L",4896072,4896271,"intron (NM_001273129, intron 2 of 6)","intron (NM_001273129, intron 2 of 6)",4059,"NM_135029",33695,"Dm.33536","NM_135029","CG3036","151989_at|CT10168|Dmel\CG3036","uncharacterized protein","protein-coding",6.91,6.59,7.18,-0.59,0.000129,0.00312,446,"chr2L",4891962,4892161,"promoter-TSS (NM_135029)","promoter-TSS (NM_135029)",-51,"NM_135029",33695,"Dm.33536","CG3036","151989_at|CT10168|Dmel\CG3036","uncharacterized protein","protein-coding",7.72,7.92,7.5,0.42,0.000148,0.0234
2719,"chr2R",10583294,10583493,"promoter-TSS (NM_176143)","promoter-TSS (NM_176143)",-293,"NM_001014519",36118,"Dm.7369","NM_078962","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",7.65,7.44,7.84,-0.4,0.00351,0.0338,2542,"chr2R",10598771,10598970,"intron (NM_001014519, intron 1 of 6)","(ATAT)n|Simple_repeat|Simple_repeat",15184,"NM_165791",36118,"Dm.7369","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",5.38,5.71,4.97,0.74,5.58e-05,0.0115
2719,"chr2R",10583294,10583493,"promoter-TSS (NM_176143)","promoter-TSS (NM_176143)",-293,"NM_001014519",36118,"Dm.7369","NM_078962","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",7.65,7.44,7.84,-0.4,0.00351,0.0338,2537,"chr2R",10566698,10566897,"intron (NM_001014520, intron 3 of 10)","intron (NM_001014520, intron 3 of 10)",-2145,"NM_165792",36118,"Dm.7369","psq","BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep","pipsqueak","protein-coding",5.3,4.83,5.65,-0.82,0.000106,0.0186
9245,"chr3R",29876969,29877168,"promoter-TSS (NM_206585)","promoter-TSS (NM_206585)",9,"NM_170449",43535,"Dm.2264","NM_170447","CG31038","CG15512|CG7854|Dmel\CG31038","uncharacterized protein","protein-coding",8.35,8.53,8.15,0.38,0.0136,0.0857,8671,"chr3R",29894743,29894942,"promoter-TSS (NM_206586)","promoter-TSS (NM_206586)",-139,"NM_001276158",43535,"Dm.2264","CG31038","CG15512|CG7854|Dmel\CG31038","uncharacterized protein","protein-coding",6.48,6.67,6.25,0.42,0.00126,0.0921
4038,"chr2R",22539782,22539981,"intron (NM_001103947, intron 4 of 12)","intron (NM_001103947, intron 4 of 12)",6677,"NM_001103947",37573,"Dm.3051","NM_166535","px","CG4444|Dmel\CG4444|l(2)k08134|l(2)k08316","plexus","protein-coding",7.53,7.72,7.32,0.39,0.00593,0.0487,3799,"chr2R",22542160,22542359,"intron (NM_001274207, intron 3 of 14)","intron (NM_001274207, intron 3 of 14)",4299,"NM_001103947",37573,"Dm.3051","px","CG4444|Dmel\CG4444|l(2)k08134|l(2)k08316","plexus","protein-coding",5.54,5.84,5.16,0.68,7.68e-05,0.0147
