PeakID (cmd=annotatePeaks.pl Kirkland_LamB_DESEQ2.bed dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1076	chr2L	10774150	10774349	+	1.00	NA	exon (NM_164944, exon 7 of 7)	exon (NM_164944, exon 7 of 7)	3318	NM_135609	34489	Dm.23869	NM_135609		CG17127	Dmel\CG17127	uncharacterized protein	protein-coding
8757	chr4	1053565	1053764	+	1.00	NA	promoter-TSS (NM_166813)	promoter-TSS (NM_166813)	39	NM_001272154	43828	Dm.1709	NM_079896		CaMKII	CAMKII|CAMKIIalpha|CAMKIId|CDPK1|CG18069|Ca2+/calmodulin-dependent protein kinase II|CaM|CaM II|CaM KII|CaM kinase|CaMK II|CaMK-II|Calcium/calmodulin-dependent protein kinase|Cam|CamKII|CamKIIalpha|Camkii|DCK|Dmel\CG18069|calcium/calmodulin-dependent protein kinase II|camKII|camkII|dCAMKII|dCaMKII|l(4)102EFb|l(4)16|l(4)ar	Calcium/calmodulin-dependent protein kinase II	protein-coding
2794	chr2R	13424940	13425139	+	1.00	NA	promoter-TSS (NM_001201990)	promoter-TSS (NM_001201990)	-303	NM_001201990	36488	Dm.7647	NM_137029		ATP8A	CG17034|CG30061|CG42321|DmCG42321|Dmel\CG42321|Dmel_CG17034|Dmel_CG30061|anon-WO0153538.54	ATPase 8A	protein-coding
1180	chr2L	12410761	12410960	+	1.00	NA	intron (NM_001259075, intron 2 of 4)	intron (NM_001259075, intron 2 of 4)	-6380	NM_001259074	34652	Dm.12811	NM_165010		vir-1	BEST:GH02216|CG15493|CG31764|CG5453|Dmel\CG31764|Vir-1|Vir1|vir1	virus-induced RNA 1	protein-coding
1429	chr2L	16322478	16322677	+	1.00	NA	intron (NM_001273567, intron 4 of 6)	intron (NM_001273567, intron 4 of 6)	2843	NM_205999	34969	Dm.2150	NM_057594		cact	5848|BG:DS02740.15|CACT|CG5848|Cact|Cactus|Dmel\CG5848|Ikappa|NFkappabeta1A|cac|dip6|fs(2)ltoRN48|n(2)k17003	cactus	protein-coding
9333	chrX	6301183	6301382	+	1.00	NA	promoter-TSS (NM_132084)	promoter-TSS (NM_132084)	3	NM_132084	31572	Dm.6	NM_132084		CG12219	BEST:LD26135|Dmel\CG12219	uncharacterized protein	protein-coding
6085	chr3L	21441289	21441488	+	1.00	NA	promoter-TSS (NM_141057)	promoter-TSS (NM_141057)	-25	NM_141057	40371	Dm.1037	NM_141057		CG5664	Dmel\CG5664	uncharacterized protein	protein-coding
3981	chr2R	24814619	24814818	+	1.00	NA	promoter-TSS (NM_166689)	promoter-TSS (NM_166689)	-104	NM_079133	37973	Dm.7063	NM_079133		Dll	2.7|Art|Ba|BcDNA:LP01770|CG3629|DLL|Dmel\CG3629|E(Arp)|En(Arp)|dll|l(2)01092|l(2)387	Distal-less	protein-coding
2831	chr2R	13824262	13824461	+	1.00	NA	promoter-TSS (NM_137059)	promoter-TSS (NM_137059)	192	NM_166010	36527	Dm.1511	NM_079008		fl(2)d	CG6315|Dmel\CG6315|Fl(2)d|Fl(2d)|v(2)k16105	female lethal d	protein-coding
8760	chr4	1074649	1074848	+	1.00	NA	exon (NM_079895, exon 6 of 8)	exon (NM_079895, exon 6 of 8)	-9747	NM_001258501	317824	Dm.20809	NM_143758		Zyx	BcDNA:LD06023|CG32018|DLim-1|DmLIM-1|Dmel\CG32018|Lim102EF|ZYX|ZYX102|Zyx102|Zyx102EF|lim|zyx|zyx102|zyxin	Zyxin	protein-coding
3691	chr2R	22197344	22197543	+	1.00	NA	promoter-TSS (NR_003825)	promoter-TSS (NR_003825)	-69	NR_003825	5740278	Dm.34511	NR_003825		snoRNA:Or-CD1	CR34656|DmOr_cd1|Dmel\CR34656|orphan CD1|snoRNA:OR-CD1	ncRNA	ncRNA
8371	chr3R	27929279	27929478	+	1.00	NA	promoter-TSS (NM_170359)	promoter-TSS (NM_170359)	-241	NM_170358	43350	Dm.7284	NM_143340		mino	152088_at|BcDNA:GH07066|CG5508|Dmel\CG5508|GPAT1|Mino	minotaur	protein-coding
4768	chr3L	8080815	8081014	+	1.00	NA	intron (NM_001104074, intron 2 of 10)	intron (NM_001104074, intron 2 of 10)	2286	NR_073918	14462839		NR_073918		lncRNA:CR43974	CR43974|Dmel\CR43974	long non-coding RNA:CR43974	ncRNA
3295	chr2R	18135593	18135792	+	1.00	NA	5' UTR (NM_057324, exon 1 of 4)	5' UTR (NM_057324, exon 1 of 4)	266	NM_057324	37069	Dm.4284	NM_057324		Pcl	CG5109|Dmel\CG5109|PCL|dPcl|l(2)s1859|pcl	Polycomblike	protein-coding
1059	chr2L	10573361	10573560	+	1.00	NA	intron (NM_001201857, intron 1 of 9)	intron (NM_001201857, intron 1 of 9)	4332	NM_135579	34455	Dm.20715	NM_135579		w-cup	BcDNA:AT31112|CG7363|Dmel\CG7363	world cup	protein-coding
6393	chr3R	5563555	5563754	+	1.00	NA	promoter-TSS (NM_206432)	promoter-TSS (NM_206432)	-2	NM_169063	40670	Dm.7792	NM_169063		Pi4KIIalpha	CG2929|Dmel\CG2929|PI4KII|PI4KIIA|PI4KIIa|PI4KIIalpha|PI4KIIbeta|Pi4KIIa	Pi4KIIalpha	protein-coding
7324	chr3R	16205489	16205688	+	1.00	NA	promoter-TSS (NM_080496)	promoter-TSS (NM_080496)	-338	NM_080496	41968	Dm.5334	NM_080496		mtSSB	0046/13|CG4337|Dmel\CG4337|DmmtSSB|SSB|SSB_DROME|c3a|dmtSSB|lopo	mitochondrial single stranded DNA-binding protein	protein-coding
6857	chr3R	10868646	10868845	+	1.00	NA	promoter-TSS (NM_206473)	promoter-TSS (NM_206473)	37	NM_001275539	41310	Dm.2450	NM_079585		Tsp86D	CG4591|Dm.Tsp86D|Dmel\CG4591	Tetraspanin 86D	protein-coding
9786	chrX	11350570	11350769	+	1.00	NA	promoter-TSS (NM_132483)	promoter-TSS (NM_132483)	61	NM_132483	32077	Dm.133	NM_132483		CG1737	Dmel\CG1737	uncharacterized protein	protein-coding
3656	chr2R	21704494	21704693	+	1.00	NA	promoter-TSS (NM_166477)	promoter-TSS (NM_166477)	-92	NM_166477	37480	Dm.20604	NM_166476		HmgZ	BcDNA:RE28596|CG17921|Dmel\CG17921|HMG Z|HMG-Z|HMG1|HMGZ|anon-EST:Liang-1.58|clone 1.58|dHMG-Z|hmg-Z|hmgz	HMG protein Z	protein-coding
4905	chr3L	9092936	9093135	+	1.00	NA	promoter-TSS (NM_168317)	promoter-TSS (NM_168317)	-18	NM_168317	192535	Dm.13392	NM_168317		CG32032	BEST:GH25183|BcDNA:RH42907|Dmel\CG32032	uncharacterized protein	protein-coding
10189	chrX	15818012	15818211	+	1.00	NA	promoter-TSS (NM_206727)	promoter-TSS (NM_206727)	-40	NM_206727	32536	Dm.6072	NM_078614		sd	CG8544|DROEXO|DROEXO2|Dmel\CG8544|EP(X)1088|EP1088|SD|Sd|TEAD|anon-EST:Liang-2.14|clone 2.14|l(1)G0239|l(1)G0262|l(1)G0309|l(1)G0315|l(1)G0483|l(1)HF394|l(1)III|sp	scalloped	protein-coding
3724	chr2R	22479211	22479410	+	1.00	NA	intron (NM_137831, intron 2 of 4)	intron (NM_137831, intron 2 of 4)	931	NM_137831	37569	Dm.13573	NM_137831		CG4752	Dmel\CG4752	uncharacterized protein	protein-coding
7925	chr3R	22794046	22794245	+	1.00	NA	TTS (NM_176542)	TTS (NM_176542)	-10146	NM_001300545	42704	Dm.13734	NM_142844		CG7031	Dmel\CG7031	uncharacterized protein	protein-coding
1113	chr2L	11210469	11210668	+	1.00	NA	promoter-TSS (NM_057215)	promoter-TSS (NM_057215)	-110	NM_001169481	34560	Dm.1729	NM_057214		ab	Ab|B2149|CG32830|CG43860|CG4807|Dmel\CG43860|Dmel_CG32830|Dmel_CG4807|clu|l(2)k02807|ptd	abrupt	protein-coding
4304	chr3L	2554244	2554443	+	1.00	NA	promoter-TSS (NM_080516)	promoter-TSS (NM_080516)	-51	NM_001259643	46194	Dm.11221	NM_080516		Spn	BcDNA:GM16129|CG16757|Dmel\CG16757|E62|EL62|c62E-5|l(3)06911|spn	Spinophilin	protein-coding
8378	chr3R	28323760	28323959	+	1.00	NA	exon (NM_170365, exon 5 of 7)	exon (NM_170365, exon 5 of 7)	2382	NM_001170286	53567	Dm.20475	NM_080259		larp	0031/08|0225/29|BcDNA:LD02611|CG14065|CG14066|CG42551|Dmel\CG42551|Dmel_CG14065|Dmel_CG14066|Larp|dlarp|l(3)S003108|l(3)S022529|larp1	La related protein	protein-coding
4761	chr3L	8058643	8058842	+	1.00	NA	promoter-TSS (NM_139912)	promoter-TSS (NM_139912)	-29	NM_139912	38891	Dm.9548	NM_139912		bip1	Bip1|CG7574|Dmel\CG7574|anon-WO0118547.246|bip-I	bip1	protein-coding
2115	chr2R	7496205	7496404	+	1.00	NA	promoter-TSS (NM_001273848)	promoter-TSS (NM_001273848)	43	NM_001273848	35678	Dm.4394	NM_136443		CG1620	146745_at|Dmel\CG1620	uncharacterized protein	protein-coding
4370	chr3L	3218993	3219192	+	1.00	NA	promoter-TSS (NM_001316473)	promoter-TSS (NM_001316473)	-64	NM_139533	38396	Dm.4499	NM_139533		nSMase	CG12034|Dmel\CG12034	neutral sphingomyelinase	protein-coding
9042	chrX	2607789	2607988	+	1.00	NA	intron (NM_080029, intron 3 of 4)	CpG-19151	988	NM_080029	44554	Dm.20304	NM_080029		Smyd3	Bzd|CG13761|Dmel\CG13761|EG:BACR7C10.4	SET and MYND domain containing, class 3	protein-coding
1636	chr2L	19114249	19114448	+	1.00	NA	promoter-TSS (NM_057260)	promoter-TSS (NM_057260)	-53	NM_057260	35189	Dm.467	NM_057260		CG10561	Anon-37Cs|C2|Cs|Dmel\CG10561|ORF1|ORF2|ORF3|TU37C1|TU37C2|TuC1|anon-37Cb|anon-37Cc|anon-37Cd|anon-37Cs|cs|l(2)37Cs	uncharacterized protein	protein-coding
4882	chr3L	8878031	8878230	+	1.00	NA	intron (NM_001259756, intron 2 of 8)	intron (NM_001259756, intron 2 of 8)	10503	NM_001259757	12798372	Dm.7452	NM_001259757		CG43169	Dmel\CG43169|MB8.chr3L.pasa.50	uncharacterized protein	protein-coding
3698	chr2R	22293256	22293455	+	1.00	NA	promoter-TSS (NM_166523)	promoter-TSS (NM_166523)	-45	NM_001259529	37547	Dm.13384	NM_137816		CG5819	5819|CT18212|Dmel\CG5819|tartan/capricious-like	uncharacterized protein	protein-coding
3988	chr2R	24890947	24891146	+	1.00	NA	promoter-TSS (NM_166696)	promoter-TSS (NM_166696)	-23	NM_133164	37980	Dm.4207	NM_133164		Ance-5	CG10142|Dmel\CG10142|ance-5	Ance-5	protein-coding
8277	chr3R	26871761	26871960	+	1.00	NA	TTS (NM_170293)	TTS (NM_170293)	135	NM_143252	43230	Dm.1347	NM_143252		SPARC	BM-40 Sparc|BM-40-SPARC|BM-40/SPARC|BM40|CG6378|CT19876|Dmel\CG6378|Sparc|anon-EST:Posey291|dSPARC|dSparc|dsparc|sparc	Secreted protein, acidic, cysteine-rich	protein-coding
2838	chr2R	13895598	13895797	+	1.00	NA	intron (NM_001259382, intron 1 of 19)	intron (NM_001259382, intron 1 of 19)	2004	NM_001259382	36542	Dm.7941	NM_079009		shot	42/4|CG18076|CG18637|Dmel\CG18076|Grv|Kak|Shot|Su(Mir)1|grv|kak|kakp|kop|l(2)CA4|l(2)k03010|l(2)k04204|l(2)k05434|l(2)k05821|l(2)k10821|l(2)k15606|shortstop/kakapo	short stop	protein-coding
9483	chrX	8039078	8039277	+	1.00	NA	3' UTR (NM_078523, exon 11 of 11)	3' UTR (NM_078523, exon 11 of 11)	-1660	NM_132205	31721	Dm.4271	NM_132205		CG2233	Dmel\CG2233	uncharacterized protein	protein-coding
4414	chr3L	3523795	3523994	+	1.00	NA	promoter-TSS (NR_124772)	promoter-TSS (NR_124772)	-274	NR_124772	19835992		NR_124772		lncRNA:CR45043	CR45043|Dmel\CR45043	long non-coding RNA:CR45043	ncRNA
3039	chr2R	15735344	15735543	+	1.00	NA	promoter-TSS (NM_001299537)	promoter-TSS (NM_001299537)	-53	NM_001299537	36736		NM_137212		CG30089	CG12305|CG12966|CG12967|Dmel\CG30089	uncharacterized protein	protein-coding
339	chr2L	3534295	3534494	+	1.00	NA	Intergenic	Intergenic	-3450	NR_124052	19836131		NR_124052		lncRNA:CR44308	CR44308|Dmel\CR44308|lincRNA.21	long non-coding RNA:CR44308	ncRNA
2593	chr2R	11609221	11609420	+	1.00	NA	intron (NM_001103800, intron 1 of 16)	(ATCTGT)n|Simple_repeat|Simple_repeat	-4384	NM_001273970	36241	Dm.2658	NM_078977		tou	CG10897|Dm Tou|Dmel\CG10897|EP(2)0622|EP0622|EP622|TIP5|TOU|Tou|VI|anon-48Ad|gene VI	toutatis	protein-coding
9289	chrX	5920974	5921173	+	1.00	NA	intron (NM_001297988, intron 1 of 6)	intron (NM_001297988, intron 1 of 6)	3913	NM_132051	31525	Dm.12969	NM_132051		CG3726	Dmel\CG3726	uncharacterized protein	protein-coding
10119	chrX	15077821	15078020	+	1.00	NA	non-coding (NR_123908, exon 1 of 1)	non-coding (NR_123908, exon 1 of 1)	-1700	NM_001042812	32437	Dm.4079	NM_132768		Lsd-2	145098_at|CG9057|DmPLIN2|Dmel\CG9057|LSD-2|LSD2|LSP-2|Lsd2|PLIN2|dmPLIN2|lsd2|plin2	Lipid storage droplet-2	protein-coding
779	chr2L	8104181	8104380	+	1.00	NA	intron (NM_164790, intron 4 of 9)	intron (NM_164790, intron 4 of 9)	15177	NM_164789	318841	Dm.20858	NM_164782		Bsg	135/10|BSG|BcDNA:GH21853|CG31605|Dmel\CG31605|NP6293|bsg|gel|l(2)06243|l(2)SH1217|l(2)SH2 1217|l(2)k06338|l(2)k09030|l(2)k13638|l(2)k14308|ms(2)08318	Basigin	protein-coding
7612	chr3R	19644341	19644540	+	1.00	NA	promoter-TSS (NM_142564)	promoter-TSS (NM_142564)	-54	NM_001300478	42341	Dm.1254	NM_058089		Vha13	ATP6V1G|BcDNA:AT14009|CG6213|Dmel\CG6213|VhaG|chr3R:15469897..15470039|cnj|conjoined|l(3)05113|vha13	Vacuolar H[+] ATPase 13kD subunit	protein-coding
867	chr2L	8740156	8740355	+	1.00	NA	intron (NM_001201804, intron 1 of 9)	intron (NM_001201804, intron 1 of 9)	405	NM_001201804	44851	Dm.1634	NM_080050		raw	CG12437|CG9321|Dmel\CG12437|Raw|cyr|ensh|l(2)06825|l(2)k03514	raw	protein-coding
1595	chr2L	18787579	18787778	+	1.00	NA	promoter-TSS (NM_001259152)	promoter-TSS (NM_001259152)	-178	NM_001259152	35135	Dm.17971	NM_165262		ham	CG10568|CG15906|CG15907|CG31753|Dmel\CG31753|HAM_DROME|Ham	hamlet	protein-coding
7085	chr3R	13798203	13798402	+	1.00	NA	Intergenic	Intergenic	-11719	NR_125160	19835559		NR_125160		lncRNA:CR45590	CR45590|Dmel\CR45590	long non-coding RNA:CR45590	ncRNA
10024	chrX	13762591	13762790	+	1.00	NA	promoter-TSS (NM_167382)	promoter-TSS (NM_167382)	-62	NM_001298300	32340	Dm.7839	NM_078594		rdgB	CG11111|Dmel\CG11111|DrdgB|DrdgBalpha|RDGBalpha|RdgB|RdgBalpha|hypoF|ota1|rdbB(ota1)|rdgBalpha|x36	retinal degeneration B	protein-coding
1294	chr2L	13779988	13780187	+	1.00	NA	promoter-TSS (NM_165055)	promoter-TSS (NM_165055)	78	NM_165055	34779	Dm.4047	NM_135826		CG9008	BG:DS00797.2|Dmel\CG9008	uncharacterized protein	protein-coding
199	chr2L	2212541	2212740	+	1.00	NA	promoter-TSS (NM_134810)	promoter-TSS (NM_134810)	-69	NM_134810	33396	Dm.5777	NM_134810		CG15385	Dmel\CG15385	uncharacterized protein	protein-coding
9108	chrX	3423250	3423449	+	1.00	NA	intron (NM_001272276, intron 5 of 6)	CpG	12458	NM_001272278	31312	Dm.17744	NM_130700		CG14269	Dmel\CG14269	uncharacterized protein	protein-coding
5850	chr3L	19081501	19081700	+	1.00	NA	intron (NM_001275102, intron 1 of 4)	intron (NM_001275102, intron 1 of 4)	4826	NM_001275102	40081	Dm.3967	NM_140830		Mkp3	CG14080|CG14081|DMKP-3|DMKP3|Dmel\CG14080|Dmkp3|MKP3|dMKP3|mkp-3|mkp3	Mitogen-activated protein kinase phosphatase 3	protein-coding
4199	chr3L	1547999	1548198	+	1.00	NA	promoter-TSS (NM_167892)	promoter-TSS (NM_167892)	-167	NM_167892	117353	Dm.4419	NM_139364		Pcyt1	CCT1|CG1049|CT41283|Cct|Cct1|Dmel\CG1049|cct1	Phosphocholine cytidylyltransferase 1	protein-coding
3028	chr2R	15617601	15617800	+	1.00	NA	intron (NM_001169689, intron 1 of 3)	intron (NM_001169689, intron 1 of 3)	3846	NM_001299536	8674084	Dm.33372	NM_001169689		CG42524	Dmel\CG42524	uncharacterized protein	protein-coding
168	chr2L	1911616	1911815	+	1.00	NA	promoter-TSS (NM_001272957)	promoter-TSS (NM_001272957)	-27	NM_001272957	33367	Dm.264	NM_134786		Wdr62	CG7337|Dmel\CG7337|Q0E8U7_DROME|WDR62|wdr62	WD repeat domain 62	protein-coding
10534	chrX	19394922	19395121	+	1.00	NA	intron (NM_167648, intron 3 of 7)	intron (NM_167648, intron 3 of 7)	41840	NM_133154	32930	Dm.31725	NM_133154		kek5	CG12199|CT10486|Dmel\CG12199|Kek5|kek-5	kekkon 5	protein-coding
1388	chr2L	15067957	15068156	+	1.00	NA	promoter-TSS (NM_165101)	promoter-TSS (NM_165101)	22	NM_165101	34885	Dm.2596	NM_078848		vig	BG:DS00929.13|CG4170|Dmel\CG4170|EP(2)0812|VIG|Vig	vasa intronic gene	protein-coding
2829	chr2R	13807218	13807417	+	1.00	NA	intron (NM_001259374, intron 2 of 23)	intron (NM_001259374, intron 2 of 23)	1132	NM_001259374	36526	Dm.6691	NM_137058		stj	CG12295|Dmel\CG12295|alpha[[2]]delta|alpha[[2]]delta-3|dalpha[[2]]delta-3|l(2)k10814	straightjacket	protein-coding
1725	chr2L	20223376	20223575	+	1.00	NA	Intergenic	Intergenic	-24564	NR_124392	19835155		NR_124392		lncRNA:CR40341	38C.21|CG40341|CR40341|Dmel\CR40341|anon-38C.21	long non-coding RNA:CR40341	ncRNA
7860	chr3R	22133662	22133861	+	1.00	NA	promoter-TSS (NM_169997)	promoter-TSS (NM_169997)	-69	NM_001260304	42601	Dm.13728	NM_169997		SKIP	CG13863|CG13864|CG31163|CG5736|CG7086|CG7087|Dmel\CG31163	Shal K[+] channel interacting protein	protein-coding
3871	chr2R	23940291	23940490	+	1.00	NA	promoter-TSS (NM_138007)	promoter-TSS (NM_138007)	-20	NM_079111	37804	Dm.6550	NM_079111		Taldo	154176_at|CG2827|CT9666|Dmel\CG2827|TA|Tal|tal	Transaldolase	protein-coding
752	chr2L	7984124	7984323	+	1.00	NA	promoter-TSS (NM_001103647)	promoter-TSS (NM_001103647)	-27	NM_001103646	5740414	Dm.4534	NM_135320		Snoo	CG34421|CG7093|CG7233|Dmel\CG34421|Dmel_CG7093|Dmel_CG7233|DskiL|Sno|SnoA|SnoI|SnoN|SnoN2|dSki|dSno|dSnoN|dsno|dsnoN|l(2)SH1402|l(2)SH2 1402|snoN|snoo	Sno oncogene	protein-coding
1287	chr2L	13549846	13550045	+	1.00	NA	promoter-TSS (NM_165047)	promoter-TSS (NM_165047)	-194	NM_165047	34772		NM_057839		kuz	11410|34Da|ADAM10|BG:DS07660.3|CG7147|CT22079|Dmel\CG7147|GS11410|KUZ|Kuz|br38|l(2)03782|l(2)34Da|l(2)br38|l(2)c00136|l(2)k01403|l34Da|soy nut	kuzbanian	protein-coding
4064	chr3L	311607	311806	+	1.00	NA	promoter-TSS (NM_167827)	promoter-TSS (NM_167827)	-64	NM_167827	45374	Dm.1632	NM_080083		fwd	CG7004|Dmel\CG7004|Fwd|PI4K|PI4K3B|PI4KIIIbeta|anon-WO0118547.259	four wheel drive	protein-coding
2723	chr2R	12655843	12656042	+	1.00	NA	promoter-TSS (NM_136963)	promoter-TSS (NM_136963)	-12	NM_136963	36394	Dm.6132	NM_136963		CG8646	Dmel\CG8646	uncharacterized protein	protein-coding
10499	chrX	18938400	18938599	+	1.00	NA	intron (NM_001272768, intron 2 of 6)	intron (NM_001272768, intron 2 of 6)	8140	NM_001298493	32889	Dm.4349	NM_133114		CG43759	CG12527|CG14188|CG32541|CG42506|Dmel\CG43759|Dmel_CG32541|Dmel_CG42506|EP(X)1644|LD15404	uncharacterized protein	protein-coding
5832	chr3L	18947124	18947323	+	1.00	NA	Intergenic	Intergenic	-1185	NM_001104171	317913	Dm.15157	NM_001104171		CG32204	Dmel\CG32204	uncharacterized protein	protein-coding
6842	chr3R	10767728	10767927	+	1.00	NA	promoter-TSS (NM_079581)	promoter-TSS (NM_079581)	-23	NM_079581	41290	Dm.20167	NM_079581		TfIIFbeta	CG6538|Dmel\CG6538|F[[S]]|RAP30|T2FB_DROME|TFIIF|TFIIFbeta|TfIIF|dTFIIF30|l(3)j3C1	Transcription factor TFIIFbeta	protein-coding
3021	chr2R	15542528	15542727	+	1.00	NA	promoter-TSS (NM_137202)	promoter-TSS (NM_137202)	-34	NM_137202	36722		NM_137202		eIF2Bgamma	CG8190|Dmel\CG8190|eIF2B-gamma	eukaryotic translation initiation factor 2B subunit gamma	protein-coding
450	chr2L	4973926	4974125	+	1.00	NA	promoter-TSS (NM_135043)	promoter-TSS (NM_135043)	49	NM_135043	33715	Dm.303	NM_135043		mRpL28	CG3782|Dmel\CG3782|MRP-L28	mitochondrial ribosomal protein L28	protein-coding
2079	chr2R	7132253	7132452	+	1.00	NA	promoter-TSS (NM_078922)	promoter-TSS (NM_078922)	-213	NM_078922	35635	Dm.2589	NM_078922		Cyp9b2	9b2|BEST:GH08116|CG4486|Dmel\CG4486|P-450|P-450 Cyp9b2|P450|cyp9b2	Cytochrome P450-9b2	protein-coding
9057	chrX	2713896	2714095	+	1.00	NA	promoter-TSS (NM_166949)	promoter-TSS (NM_166949)	-35	NM_130667	31259	Dm.6933	NM_130667		CG2685	Dmel\CG2685|EG:100G10.1	uncharacterized protein	protein-coding
2426	chr2R	10103549	10103748	+	1.00	NA	promoter-TSS (NM_001273917)	promoter-TSS (NM_001273917)	-467	NM_001273917	36059	Dm.4705	NM_057537		14-3-3zeta	14-3-3|14-3-3 zeta|14-3-3-Leo|14-3-3-zeta|14-3-3ZETA|14-3-3leo|14-3-3z|1433Z|2G1|4-3-3 zeta|5.11|549|BEST:GH05075|CG17870|D14-3-3|D14-3-3zeta|Dmel\CG17870|K|LEO|Leo|PAR-5|PAR5|Par-5|d14-3-3zeta|l(2)07103|l(2)46CFe|l(2)46Ee|leo|par-5	14-3-3zeta	protein-coding
9101	chrX	3377525	3377724	+	1.00	NA	intron (NR_123782, intron 2 of 3)	(CTACAA)n|Simple_repeat|Simple_repeat	4465	NM_001272275	31310	Dm.4239	NM_080323		Myc	CG10798|D-Myc|DM|DMYc|Dm|Dmel\CG10798|Dmyc|EG:BACN5I9.1|MYC|anon-WO03040301.171|bHLHe57|c-MYC|c-Myc|c-myc|cMyc|d-myc|dMYC|dMyc|dMyc1|dm|dm/dMyc|dm/myc|dmyc|dmyc1|l(1)G0139|l(1)G0354|l(1)G0359|myc	Myc	protein-coding
7477	chr3R	18172151	18172350	+	1.00	NA	promoter-TSS (NM_169790)	promoter-TSS (NM_169790)	-594	NM_169790	42169	Dm.3799	NM_142424		wrd	B'|B'/PR61|B56-1|BcDNA:GM05554|CG 7913|CG7901|CG7913|Dmel\CG7913|PP2A|PP2A B'|PP2A-B|PP2A-B'|PP2A[B'-1]|Wrd|anon-WO0118547.420|dB56-1|dPP2A|dPP2A-B56-1|i234|pp2A-B'	well-rounded	protein-coding
3587	chr2R	21201363	21201562	+	1.00	NA	intron (NM_137718, intron 1 of 2)	intron (NM_137718, intron 1 of 2)	979	NM_001299739	37419	Dm.30881	NM_166432		Gyg	CG44244|CG9480|Dmel\CG44244|Dmel_CG9480|NEST:bs16a02	Glycogenin	protein-coding
889	chr2L	9166668	9166867	+	1.00	NA	promoter-TSS (NM_135433)	promoter-TSS (NM_135433)	-11	NM_078797	34242	Dm.2669	NM_078797		tai	58/2|CG13109|CG18494|DAIB1|DmTaiman|Dmel\CG13109|EP(2)2630|NEST:bs13g05|TAI|Tai|Taiman|bs13g05.y1|l(2)01351|l(2)k05802|l(2)k05809	taiman	protein-coding
3594	chr2R	21274981	21275180	+	1.00	NA	intron (NM_001032275, intron 4 of 8)	intron (NM_001032275, intron 4 of 8)	6576	NM_001103927	5740243	Dm.33398	NM_001103927		CG34203	Dmel\CG34203	uncharacterized protein	protein-coding
5506	chr3L	15955032	15955231	+	1.00	NA	promoter-TSS (NM_168638)	promoter-TSS (NM_168638)	35	NM_001144485	39734	Dm.3454	NM_140558		GXIVsPLA2	CG17035|Dmel\CG17035|GXIVsPLA	GXIVsPLA2	protein-coding
973	chr2L	9947463	9947662	+	1.00	NA	promoter-TSS (NM_176005)	promoter-TSS (NM_176005)	86	NM_001298857	34322	Dm.21264	NM_176005		CG5853	Dmel\CG5853	uncharacterized protein	protein-coding
4972	chr3L	9678376	9678575	+	1.00	NA	promoter-TSS (NM_140086)	promoter-TSS (NM_140086)	628	NM_001259772	39122	Dm.1919	NM_168356		fry	CG14171|CG32045|CG6774|CG6780|Dmel\CG32045|Fry|RE-B|SS3-7|l(3)02240|yeti	furry	protein-coding
3878	chr2R	23964763	23964962	+	1.00	NA	promoter-TSS (NM_057933)	promoter-TSS (NM_057933)	90	NM_057933	37815	Dm.4865	NM_057933		Alas	ALAS|CG3017|Dmel\CG3017|alas	Aminolevulinate synthase	protein-coding
1381	chr2L	15005620	15005819	+	1.00	NA	promoter-TSS (NM_165097)	promoter-TSS (NM_165097)	-14	NM_165097	34873	Dm.3331	NM_165097		DCTN5-p25	BG:DS00929.1|C4|CG10846|DCTN5|DS00929.1|Dmel\CG10846|P25|br2|dyn-p25|l(2)35Bf|l(2)br2|p25	Dynactin 5, p25 subunit	protein-coding
5668	chr3L	17428840	17429039	+	1.00	NA	promoter-TSS (NM_176345)	promoter-TSS (NM_176345)	-103	NM_176345	326245	Dm.39392	NM_176345		Gorab	CG33052|CG3882|Dmel\CG33052|gorab	Golgin, RAB6 interacting	protein-coding
9294	chrX	5956773	5956972	+	1.00	NA	intron (NM_132055, intron 1 of 2)	intron (NM_132055, intron 1 of 2)	1243	NM_132055	31529		NM_132055		CG6067	Dmel\CG6067	uncharacterized protein	protein-coding
8279	chr3R	26876522	26876721	+	1.00	NA	promoter-TSS (NM_170293)	promoter-TSS (NM_170293)	-9	NM_143254	43233	Dm.5470	NM_143254		CG5500	Dmel\CG5500	uncharacterized protein	protein-coding
735	chr2L	7880638	7880837	+	1.00	NA	Intergenic	Intergenic	-1185	NM_135316	34077	Dm.3500	NM_135316		spz3	CG14533|CG7104|CT21967|CT34263|Dmel\CG7104|Spz3	spatzle 3	protein-coding
968	chr2L	9912587	9912786	+	1.00	NA	promoter-TSS (NM_135476)	promoter-TSS (NM_135476)	-78	NM_135476	34311	Dm.3953	NM_135476		Etl1	CG5899|Dmel\CG5899|ETL1|SMARCAD1	Etl1	protein-coding
375	chr2L	3836555	3836754	+	1.00	NA	promoter-TSS (NM_057486)	promoter-TSS (NM_057486)	-186	NM_057486	33608	Dm.3388	NM_057486		slp2	CG2939|Dmel\CG2939|Dmslp2|FD7|FoxG|SLP|Slp|Slp2|slp	sloppy paired 2	protein-coding
